"V1" "V2" "V3"
"1362" 160 168 144
"1363" 160 168 152
"1364" 160 168 160
"1365" 160 168 168
"1366" 160 168 176
"1367" 160 168 184
"1368" 160 168 200
"1369" 160 168 208
"1370" 160 176 112
"1371" 160 176 120
"1372" 160 176 128
"1373" 160 176 136
"1374" 160 176 152
"1375" 160 176 160
"1376" 160 176 168
"1377" 160 176 176
"1378" 160 176 184
"1379" 160 176 192
"1380" 160 176 200
"1381" 160 176 208
"1382" 160 176 216
"1383" 160 184 128
"1384" 160 184 136
"1385" 160 184 168
"1386" 160 184 176
"1387" 160 184 184
"1388" 160 184 192
"1389" 160 184 200
"1390" 160 184 208
"1391" 160 184 216
"1392" 160 192 144
"1393" 160 192 152
"1394" 160 192 184
"1395" 160 192 192
"1396" 160 192 200
"1397" 160 192 208
"1398" 160 192 216
"1399" 160 192 224
"1400" 160 192 248
"1401" 160 200 192
"1402" 160 200 200
"1403" 160 200 208
"1404" 160 200 216
"1405" 160 200 224
"1406" 160 208 208
"1407" 168 0 216
"1408" 168 0 224
"1409" 168 88 72
"1410" 168 88 80
"1411" 168 88 88
"1412" 168 88 96
"1413" 168 88 104
"1414" 168 88 112
"1415" 168 96 72
"1416" 168 96 80
"1417" 168 96 88
"1418" 168 96 96
"1419" 168 96 104
"1420" 168 96 112
"1421" 168 104 72
"1422" 168 104 80
"1423" 168 104 88
"1424" 168 104 96
"1425" 168 104 104
"1426" 168 104 112
"1427" 168 104 120
"1428" 168 112 80
"1429" 168 112 88
"1430" 168 112 96
"1431" 168 112 104
"1432" 168 112 112
"1433" 168 112 120
"1434" 168 112 128
"1435" 168 120 88
"1436" 168 120 96
"1437" 168 120 104
"1438" 168 120 112
"1439" 168 120 120
"1440" 168 120 128
"1441" 168 120 136
"1442" 168 128 96
"1443" 168 128 104
"1444" 168 128 112
"1445" 168 128 120
"1446" 168 128 128
"1447" 168 136 112
"1448" 168 136 120
"1449" 168 136 136
"1450" 168 136 152
"1451" 168 136 184
"1452" 168 144 144
"1453" 168 144 152
"1454" 168 144 160
"1455" 168 144 168
"1456" 168 152 144
"1457" 168 152 152
"1458" 168 152 160
"1459" 168 152 168
"1460" 168 160 128
"1461" 168 160 136
"1462" 168 160 144
"1463" 168 160 152
"1464" 168 160 160
"1465" 168 160 168
"1466" 168 160 176
"1467" 168 160 192
"1468" 168 168 136
"1469" 168 168 144
"1470" 168 168 152
"1471" 168 168 160
"1472" 168 168 168
"1473" 168 168 176
"1474" 168 168 184
"1475" 168 176 120
"1476" 168 176 128
"1477" 168 176 144
"1478" 168 176 152
"1479" 168 176 160
"1480" 168 176 168
"1481" 168 176 176
"1482" 168 176 184
"1483" 168 184 120
"1484" 168 184 128
"1485" 168 184 136
"1486" 168 184 144
"1487" 168 184 160
"1488" 168 184 168
"1489" 168 184 176
"1490" 168 184 184
"1491" 168 184 192
"1492" 168 184 200
"1493" 168 184 216
"1494" 168 192 144
"1495" 168 192 152
"1496" 168 192 160
"1497" 168 192 168
"1498" 168 192 176
"1499" 168 192 184
"1500" 168 192 192
"1501" 168 192 200
"1502" 168 192 208
"1503" 168 192 216
"1504" 168 192 224
"1505" 168 200 192
"1506" 168 200 200
"1507" 168 200 208
"1508" 168 200 216
"1509" 168 200 224
"1510" 168 208 200
"1511" 168 208 208
"1512" 176 96 72
"1513" 176 96 80
"1514" 176 96 88
"1515" 176 96 96
"1516" 176 96 104
"1517" 176 104 72
"1518" 176 104 80
"1519" 176 104 88
"1520" 176 104 96
"1521" 176 104 104
"1522" 176 104 112
"1523" 176 104 120
"1524" 176 112 80
"1525" 176 112 88
"1526" 176 112 96
"1527" 176 112 104
"1528" 176 112 112
"1529" 176 112 120
"1530" 176 120 80
"1531" 176 120 88
"1532" 176 120 96
"1533" 176 120 104
"1534" 176 120 112
"1535" 176 120 120
"1536" 176 120 128
"1537" 176 128 96
"1538" 176 128 104
"1539" 176 128 112
"1540" 176 128 120
"1541" 176 128 128
"1542" 176 128 136
"1543" 176 136 112
"1544" 176 136 120
"1545" 176 136 128
"1546" 176 136 136
"1547" 176 144 104
"1548" 176 144 120
"1549" 176 144 128
"1550" 176 144 136
"1551" 176 144 144
"1552" 176 144 152
"1553" 176 144 160
"1554" 176 152 136
"1555" 176 152 144
"1556" 176 152 152
"1557" 176 152 168
"1558" 176 152 176
"1559" 176 160 128
"1560" 176 160 144
"1561" 176 160 152
"1562" 176 160 160
"1563" 176 160 168
"1564" 176 160 176
"1565" 176 160 184
"1566" 176 160 200
"1567" 176 168 136
"1568" 176 168 144
"1569" 176 168 152
"1570" 176 168 160
"1571" 176 168 168
"1572" 176 168 176
"1573" 176 168 184
"1574" 176 176 136
"1575" 176 176 144
"1576" 176 176 152
"1577" 176 176 160
"1578" 176 176 168
"1579" 176 176 176
"1580" 176 176 184
"1581" 176 176 192
"1582" 176 184 144
"1583" 176 184 152
"1584" 176 184 160
"1585" 176 184 168
"1586" 176 184 176
"1587" 176 184 184
"1588" 176 184 192
"1589" 176 184 200
"1590" 176 192 152
"1591" 176 192 160
"1592" 176 192 168
"1593" 176 192 176
"1594" 176 192 184
"1595" 176 192 192
"1596" 176 192 200
"1597" 176 192 208
"1598" 176 192 216
"1599" 176 200 168
"1600" 176 200 184
"1601" 176 200 192
"1602" 176 200 200
"1603" 176 200 208
"1604" 176 200 216
"1605" 176 200 224
"1606" 176 208 192
"1607" 176 208 200
"1608" 176 208 208
"1609" 184 96 80
"1610" 184 104 80
"1611" 184 104 88
"1612" 184 104 96
"1613" 184 104 104
"1614" 184 112 80
"1615" 184 112 88
"1616" 184 112 96
"1617" 184 112 104
"1618" 184 112 112
"1619" 184 112 120
"1620" 184 112 128
"1621" 184 120 88
"1622" 184 120 96
"1623" 184 120 104
"1624" 184 120 112
"1625" 184 120 120
"1626" 184 120 128
"1627" 184 128 104
"1628" 184 128 112
"1629" 184 128 120
"1630" 184 136 112
"1631" 184 136 120
"1632" 184 136 128
"1633" 184 144 120
"1634" 184 144 128
"1635" 184 144 144
"1636" 184 152 128
"1637" 184 152 136
"1638" 184 152 144
"1639" 184 160 128
"1640" 184 160 136
"1641" 184 160 168
"1642" 184 160 176
"1643" 184 168 136
"1644" 184 168 160
"1645" 184 168 168
"1646" 184 168 176
"1647" 184 168 184
"1648" 184 176 144
"1649" 184 176 152
"1650" 184 176 168
"1651" 184 176 176
"1652" 184 176 184
"1653" 184 176 192
"1654" 184 184 152
"1655" 184 184 160
"1656" 184 184 168
"1657" 184 184 176
"1658" 184 184 184
"1659" 184 184 192
"1660" 184 184 200
"1661" 184 192 160
"1662" 184 192 168
"1663" 184 192 176
"1664" 184 192 184
"1665" 184 192 192
"1666" 184 192 200
"1667" 184 192 208
"1668" 184 192 216
"1669" 184 200 176
"1670" 184 200 184
"1671" 184 200 192
"1672" 184 200 200
"1673" 184 200 208
"1674" 184 200 216
"1675" 184 208 176
"1676" 184 208 184
"1677" 184 208 192
"1678" 184 208 200
"1679" 184 208 208
"1680" 184 208 216
"1681" 192 112 104
"1682" 192 120 96
"1683" 192 120 104
"1684" 192 128 112
"1685" 192 136 112
"1686" 192 144 128
"1687" 192 144 136
"1688" 192 152 120
"1689" 192 152 128
"1690" 192 152 136
"1691" 192 152 144
"1692" 192 160 144
"1693" 192 160 160
"1694" 192 168 144
"1695" 192 168 152
"1696" 192 168 160
"1697" 192 168 184
"1698" 192 176 136
"1699" 192 176 144
"1700" 192 176 152
"1701" 192 176 160
"1702" 192 176 168
"1703" 192 176 176
"1704" 192 176 184
"1705" 192 176 192
"1706" 192 184 160
"1707" 192 184 168
"1708" 192 184 176
"1709" 192 184 184
"1710" 192 184 192
"1711" 192 184 200
"1712" 192 192 168
"1713" 192 192 176
"1714" 192 192 184
"1715" 192 192 192
"1716" 192 192 200
"1717" 192 192 208
"1718" 192 200 168
"1719" 192 200 176
"1720" 192 200 184
"1721" 192 200 192
"1722" 192 200 200
"1723" 192 200 208
"1724" 192 200 216
"1725" 192 208 184
"1726" 192 208 192
"1727" 192 208 200
"1728" 192 208 208
"1729" 192 208 216
"1730" 192 216 184
"1731" 192 216 192
"1732" 192 216 200
"1733" 192 216 208
"1734" 192 216 216
"1735" 200 160 136
"1736" 200 160 152
"1737" 200 168 152
"1738" 200 168 160
"1739" 200 168 168
"1740" 200 176 144
"1741" 200 176 152
"1742" 200 176 160
"1743" 200 176 168
"1744" 200 176 176
"1745" 200 176 184
"1746" 200 184 168
"1747" 200 184 176
"1748" 200 184 184
"1749" 200 184 192
"1750" 200 192 168
"1751" 200 192 176
"1752" 200 192 184
"1753" 200 192 192
"1754" 200 192 200
"1755" 200 192 208
"1756" 200 200 184
"1757" 200 200 192
"1758" 200 200 200
"1759" 200 200 208
"1760" 200 200 216
"1761" 200 208 184
"1762" 200 208 192
"1763" 200 208 200
"1764" 200 208 208
"1765" 200 208 216
"1766" 200 216 192
"1767" 200 216 200
"1768" 200 216 208
"1769" 200 216 216
"1770" 200 216 224
"1771" 200 224 200
"1772" 200 224 208
"1773" 200 224 216
"1774" 200 224 224
"1775" 208 168 160
"1776" 208 176 168
"1777" 208 176 176
"1778" 208 184 176
"1779" 208 184 184
"1780" 208 192 184
"1781" 208 192 192
"1782" 208 200 184
"1783" 208 200 192
"1784" 208 200 200
"1785" 208 200 208
"1786" 208 200 216
"1787" 208 200 224
"1788" 208 208 184
"1789" 208 208 192
"1790" 208 208 200
"1791" 208 208 208
"1792" 208 208 216
"1793" 208 208 224
"1794" 208 216 192
"1795" 208 216 200
"1796" 208 216 208
"1797" 208 216 216
"1798" 208 216 224
"1799" 208 224 200
"1800" 208 224 208
"1801" 208 224 216
"1802" 208 224 224
"1803" 208 232 208
"1804" 208 232 216
"1805" 208 232 224
"1806" 216 200 192
"1807" 216 200 200
"1808" 216 208 200
"1809" 216 208 208
"1810" 216 208 224
"1811" 216 216 200
"1812" 216 216 208
"1813" 216 216 216
"1814" 216 216 224
"1815" 216 224 200
"1816" 216 224 208
"1817" 216 224 216
"1818" 216 224 224
"1819" 216 224 232
"1820" 216 232 208
"1821" 216 232 216
"1822" 216 232 224
"1823" 216 232 232
"1824" 224 216 200
"1825" 224 216 208
"1826" 224 216 216
"1827" 224 224 216
"1828" 224 224 224
"1829" 224 232 208
"1830" 224 232 216
"1831" 224 232 224
"1832" 224 240 208
"1833" 224 240 216
"1834" 224 240 224
"1835" 232 232 224
"1836" 232 240 216
"1837" 232 240 224
